1517,2048,1201,878,936,2120,1759,1892,769,1497,Class_Type,[Factor_0]
0.603526598,-1.33E+00,0.383432837,-1.08E+00,-8.63E-01,-3.19E-01,-8.02E-01,-3.37E-02,-4.63E-02,-7.54E-01,Serrated CRC,Cluster 2
-9.39E-01,-1.36E+00,0.352284046,-8.00E-01,-5.81E-01,-7.90E-01,-7.58E-01,-2.96E-01,-1.21E+00,-1.36E+00,Serrated CRC,Cluster 2
0.74516796,-1.17E+00,0.44466783,-9.49E-01,-1.17E+00,0.213585013,-7.77E-01,-9.36E-01,-1.60E-01,-9.68E-01,Serrated CRC,Cluster 2
-5.54E-01,-1.29E+00,0.231734666,-2.78E-01,-1.29E+00,-4.06E-01,-5.30E-01,-7.28E-01,-1.12E+00,-1.29E+00,Serrated CRC,Cluster 2
-6.88E-01,-1.12E+00,0.639423192,-1.29E+00,-1.29E+00,-3.37E-01,-1.29E+00,-1.25E+00,-1.10E+00,-6.62E-01,Serrated CRC,Cluster 2
-9.16E-01,-7.09E-01,0.212206343,-6.62E-01,-1.06E+00,-1.04E+00,-1.02E+00,-9.39E-01,-1.24E+00,-1.14E+00,Serrated CRC,Cluster 2
-5.91E-01,-4.55E-01,-1.42E-01,-8.91E-01,0.082310795,-1.39E+00,-7.88E-01,0.737535393,-1.21E+00,-6.93E-02,Serrated CRC,Cluster 1
1.131905504,-6.65E-02,1.020011734,1.042316518,0.546289058,0.802456721,0.197117852,0.790497443,0.99392522,0.668758971,Conventional CRC,Cluster 1
1.82499032,0.006866806,1.530727893,0.930449939,-3.25E-01,0.965492539,1.166867177,1.317865842,0.756987217,-2.15E-01,Conventional CRC,Cluster 1
1.60904639,0.054976215,1.340192568,0.431705493,-3.18E-01,1.113874487,0.064021906,0.716603295,-7.11E-02,0.908429168,Conventional CRC,Cluster 1
0.866652905,0.081283354,1.345893299,-2.79E-02,-3.03E-01,1.043524878,0.93301777,2.248647029,-8.43E-01,0.01251822,Conventional CRC,Cluster 1
1.361951825,-6.91E-01,0.970724562,-1.37E+00,-2.60E-01,1.161819765,0.235961389,1.005685349,0.275301713,-5.40E-01,Conventional CRC,Cluster 1
0.712384677,-8.23E-01,1.875943621,0.009102853,-7.66E-02,0.234846924,0.768028062,0.122935136,-2.81E-01,0.306275776,Conventional CRC,Cluster 1
0.787402869,0.076525579,0.613762837,-5.16E-01,0.544814314,-9.18E-01,0.824764704,0.467650638,-1.37E-02,-7.07E-01,Conventional CRC,Cluster 1
1.680934325,-1.77E-01,1.021267102,0.373601472,0.244739664,0.671114045,-1.27E+00,0.571301628,-6.88E-02,-8.28E-02,Conventional CRC,Cluster 1
0.672977521,-1.14E-01,1.066268636,0.087298315,-7.09E-02,0.318444147,-8.10E-01,0.253186094,-1.34E-01,-7.48E-01,Conventional CRC,Cluster 1
1.109730762,-5.33E-01,0.978501228,0.61337275,-4.21E-01,1.145637279,0.626839502,0.632394026,-6.25E-02,0.32745845,Conventional CRC,Cluster 1
1.398068218,-4.23E-01,1.583516006,0.824527405,0.605284758,-1.40E-01,-4.74E-01,0.234644182,0.010313668,-4.36E-01,Conventional CRC,Cluster 1
1.301929195,-9.33E-02,0.743168123,0.567427502,0.430313238,0.559337352,0.077711567,0.349174492,-9.33E-02,0.422508731,Conventional CRC,Cluster 1
1.042723382,-4.85E-02,0.805837317,0.647433878,-1.36E-01,1.199758073,-1.48E-01,0.993398286,0.203971473,0.592526759,Conventional CRC,Cluster 1
1.008165554,-1.40E-01,1.57413717,0.416190302,0.333640532,0.220734315,0.717673027,0.25363371,-3.08E-01,0.448721753,Conventional CRC,Cluster 1
0.566453954,0.74244893,2.341216337,0.112547166,0.361027455,0.62804499,-9.69E-01,0.845440671,-2.82E-01,1.361936238,Conventional CRC,Cluster 1
0.869122961,-2.34E-01,1.251385564,0.559946504,0.750600921,0.877308618,0.540794867,0.453039953,0.143192749,0.478162343,Conventional CRC,Cluster 1
0.757251498,-1.01E-01,1.261672006,0.563787773,0.007101764,0.742357394,0.236386553,0.46532816,0.151383227,0.701095405,Conventional CRC,Cluster 1
0.907273301,-5.53E-01,1.986609295,-7.75E-01,0.091287875,-1.12E+00,0.579246046,0.247302199,0.059656964,-8.18E-01,Conventional CRC,Cluster 1
1.49853563,-7.82E-01,1.030512176,0.709729321,0.822842363,0.567452642,0.404373679,0.223853479,0.042472948,0.259007333,Conventional CRC,Cluster 1
-1.28E+00,0.189233608,2.199233464,0.739764109,0.12251491,0.938975649,-1.02E+00,0.75232547,0.103075262,-5.71E-01,Conventional CRC,Cluster 1
1.939199745,-2.19E-03,2.017188284,0.141090684,-2.89E-01,0.381462021,0.370015398,0.405545849,-1.04E+00,0.798125158,Conventional CRC,Cluster 1
1.070017873,-5.59E-01,1.165679946,0.574998438,0.192983127,0.866931601,0.556198591,-1.03E-02,0.444419974,-3.53E-01,Conventional CRC,Cluster 1
1.06355752,-9.45E-01,0.387960463,-7.02E-01,-1.30E+00,0.020972364,0.064831727,-4.98E-01,-3.06E-01,-4.16E-01,Conventional CRC,Cluster 1
1.218087863,-6.52E-01,0.674557947,-2.55E-01,-4.03E-01,0.694349605,0.679250149,-1.95E-01,0.224980921,-2.02E-02,Conventional CRC,Cluster 1
1.44255152,-3.90E-01,1.66896742,0.769386268,-8.49E-02,0.114450469,0.085005403,0.39375239,-1.23E+00,-9.06E-01,Conventional CRC,Cluster 1
1.47015877,0.218590148,0.997099921,-1.28E-01,0.404680047,0.522831731,0.042832187,1.537371593,0.266863886,0.525416157,Conventional CRC,Cluster 1
1.016092194,-5.54E-02,0.869845816,0.687562971,0.384703798,0.268357951,0.33041842,0.232653495,0.64980513,0.617443336,Conventional CRC,Cluster 1
1.010395311,-3.87E-01,1.522185884,0.593883209,-2.87E-02,0.41656986,0.266254979,0.375488892,0.554674763,0.542179256,Conventional CRC,Cluster 1
0.718290501,0.491896683,2.00588951,0.997676296,0.038705424,0.111505826,0.493265846,1.221846816,0.19235146,1.065287315,Conventional CRC,Cluster 1
